source_dataset,survey_year,respondent_id,age,age_band,female,race_ethnicity,education_level,census_region,household_size,household_income_2020_usd,income_is_banded,underserved_200fpl,underserved_method,pov_ratio,savings_behavior_index,financial_knowledge_score,credit_behavior_index,spending_behavior_index,net_worth_2020_usd,financial_assets_age20_2020_usd,debt_age20_2020_usd,asvab_math_verbal_pctile,asvab_math_knowledge,ap_econ_score,sample_type,weight
nlsy97_1997cohort,2001,2255,20,18-24,0.0,4,2.0,1.0,6.0,78154.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.19,100.0,,,,,292.0,14614.0,40.85,0.763,,1,266958
nlsy97_1997cohort,2003,2256,20,18-24,0.0,4,2.0,1.0,6.0,89987.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.52,0.0,,,,2158.0,0.0,1461.0,38.67,0.017,,1,255331
nlsy97_1997cohort,2000,2257,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,438.0,0.0,68.92,0.906,,1,304617
nlsy97_1997cohort,2004,2258,20,18-24,1.0,4,2.0,1.0,3.0,84043.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.15,0.0,,,,,0.0,0.0,90.59,,,1,293223
nlsy97_1997cohort,2004,2260,20,18-24,1.0,4,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,,,,1,293223
nlsy97_1997cohort,2000,2261,20,18-24,0.0,4,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,24118.0,767.0,2192.0,36.48,0.132,,1,317432
nlsy97_1997cohort,2003,2262,20,18-24,0.0,4,2.0,1.0,4.0,120661.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.45,0.0,,,,19019.0,0.0,3325.0,41.08,0.128,,1,266072
nlsy97_1997cohort,2002,2263,20,18-24,1.0,4,2.0,1.0,5.0,212359.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.71,100.0,,,,377331.0,14175.0,2923.0,19.94,,,1,297238
nlsy97_1997cohort,2003,2264,20,18-24,0.0,4,2.0,1.0,7.0,39563.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.96,100.0,,,,6618.0,146.0,11691.0,6.63,,,1,267495
nlsy97_1997cohort,2002,2265,20,18-24,1.0,4,2.0,1.0,1.0,18998.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.41,,,,,,0.0,3531.0,17.14,,,1,298828
nlsy97_1997cohort,2004,2266,20,18-24,0.0,4,2.0,1.0,2.0,21127.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.22,100.0,,,,,6576.0,0.0,80.24,,,1,300586
nlsy97_1997cohort,2002,2267,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,877.0,50.81,0.464,,1,291684
nlsy97_1997cohort,2001,2268,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,78.93,1.198,,1,271255
nlsy97_1997cohort,2002,2269,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,80.07,0.249,,1,298828
nlsy97_1997cohort,2001,2270,20,18-24,1.0,4,2.0,1.0,5.0,120237.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.8,0.0,,,,263019.0,0.0,0.0,73.76,1.306,,1,272522
nlsy97_1997cohort,2001,2271,20,18-24,1.0,4,2.0,1.0,4.0,123995.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.57,100.0,,,,263470.0,438.0,0.0,47.9,0.944,,1,272522
nlsy97_1997cohort,2003,2272,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,67.95,0.45,,1,268744
nlsy97_1997cohort,2001,2273,20,18-24,0.0,4,2.0,1.0,6.0,61622.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.69,0.0,,,,12644.0,311.0,1169.0,68.1,0.271,,1,279575
nlsy97_1997cohort,2004,2274,20,18-24,0.0,2,1.0,1.0,7.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,11691.0,,,,1,210462
nlsy97_1997cohort,2000,2275,20,18-24,0.0,4,2.0,1.0,4.0,125832.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.64,0.0,,,,11340.0,1023.0,5699.0,90.6,1.119,,1,319014
nlsy97_1997cohort,2003,2276,20,18-24,0.0,4,2.0,1.0,4.0,122284.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.58,100.0,,,,12660.0,438.0,0.0,,,,1,267398
nlsy97_1997cohort,2000,2277,20,18-24,1.0,2,2.0,1.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,4194.0,0.0,0.0,,,,1,249611
nlsy97_1997cohort,2002,2278,20,18-24,0.0,2,1.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,3653.0,0.0,0.0,36.98,,,1,228353
nlsy97_1997cohort,2003,2279,20,18-24,0.0,4,2.0,1.0,2.0,70853.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.09,,,,,,1900.0,0.0,52.08,,,1,308210
nlsy97_1997cohort,2004,2280,20,18-24,1.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,,88.3,0.112,,1,237926
nlsy97_1997cohort,2001,2281,20,18-24,0.0,1,2.0,1.0,3.0,33817.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.62,,,,,,0.0,0.0,,,,1,111878
nlsy97_1997cohort,2004,2282,20,18-24,0.0,1,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,,,,1,119049
nlsy97_1997cohort,2002,2283,20,18-24,1.0,1,1.0,1.0,1.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,100.0,,,,3756.0,102.0,0.0,0.0,,,1,114860
nlsy97_1997cohort,2000,2284,20,18-24,1.0,1,2.0,1.0,4.0,27186.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.0,100.0,,,,4350.0,438.0,0.0,,,,1,91059
nlsy97_1997cohort,2004,2285,20,18-24,0.0,2,1.0,1.0,7.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,19.21,,,1,97439
nlsy97_1997cohort,2001,2286,20,18-24,1.0,4,1.0,1.0,5.0,36071.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.1,100.0,,,,22018.0,219.0,4384.0,29.84,0.662,,1,277026
nlsy97_1997cohort,2001,2287,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,,,,1,266638
nlsy97_1997cohort,2002,2288,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,69.0,,,,1,301510
nlsy97_1997cohort,2002,2289,20,18-24,0.0,4,1.0,1.0,4.0,18998.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.71,0.0,,,,25574.0,0.0,0.0,94.16,0.775,,1,301510
nlsy97_1997cohort,2003,2290,20,18-24,0.0,4,2.0,3.0,4.0,139555.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.14,100.0,,,,29060.0,2484.0,5846.0,85.53,0.342,,1,272680
nlsy97_1997cohort,2001,2291,20,18-24,0.0,4,2.0,1.0,2.0,72518.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.18,,,,,,0.0,8768.0,63.6,0.708,,1,285098
nlsy97_1997cohort,2000,2292,20,18-24,0.0,4,2.0,1.0,5.0,119636.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.66,,,,,,2192.0,26013.0,75.01,0.337,,1,298759
nlsy97_1997cohort,2000,2293,20,18-24,1.0,4,2.0,1.0,1.0,7767.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.58,100.0,,,,27186.0,2923.0,17537.0,21.5,,,1,314483
nlsy97_1997cohort,2001,2294,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,1973.0,10230.0,,,,1,261824
nlsy97_1997cohort,2001,2295,20,18-24,0.0,4,1.0,1.0,2.0,34568.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.99,0.0,,,,16533.0,0.0,0.0,32.38,,,1,261824
nlsy97_1997cohort,2003,2296,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,26159.0,1461.0,66.28,0.486,,1,250421
nlsy97_1997cohort,2001,2297,20,18-24,0.0,4,2.0,1.0,5.0,131059.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.01,0.0,,,,25400.0,0.0,877.0,12.22,,,1,261824
nlsy97_1997cohort,2004,2298,20,18-24,1.0,4,2.0,1.0,5.0,42901.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.39,100.0,,,,,51.0,6985.0,55.41,,,1,287584
nlsy97_1997cohort,2004,2299,20,18-24,1.0,4,2.0,1.0,2.0,16879.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.97,0.0,,,,,0.0,11545.0,67.52,0.305,,1,287584
nlsy97_1997cohort,2000,2300,20,18-24,0.0,1,2.0,1.0,4.0,46605.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.72,100.0,,,,17554.0,5553.0,0.0,39.71,0.129,,1,118803
nlsy97_1997cohort,2003,2301,20,18-24,0.0,1,2.0,1.0,4.0,71932.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.69,100.0,,,,10070.0,1461.0,2192.0,35.83,,,1,113602
nlsy97_1997cohort,2002,2302,20,18-24,0.0,1,2.0,1.0,6.0,90606.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.44,100.0,,,,10266.0,37.0,0.0,39.94,0.048,,1,98573
nlsy97_1997cohort,2003,2303,20,18-24,0.0,1,1.0,3.0,8.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,43878.0,10230.0,5846.0,15.95,,,1,113602
nlsy97_1997cohort,2000,2304,20,18-24,1.0,4,2.0,1.0,3.0,48158.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.38,0.0,,,,22526.0,0.0,11691.0,66.67,1.394,,1,314483
nlsy97_1997cohort,2002,2305,20,18-24,0.0,4,1.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,30.91,,,1,273066
nlsy97_1997cohort,2000,2306,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,26.42,0.14,,1,298759
nlsy97_1997cohort,2004,2307,20,18-24,1.0,4,2.0,1.0,2.0,49230.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.84,100.0,,,,,1461.0,0.0,77.2,0.13,,1,287584
nlsy97_1997cohort,2003,2308,20,18-24,0.0,4,2.0,1.0,4.0,120994.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.53,,,,,,0.0,0.0,95.02,0.531,,1,250421
nlsy97_1997cohort,2004,2309,20,18-24,0.0,4,2.0,1.0,1.0,31648.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.35,100.0,,,,,950.0,7345.0,85.08,0.272,,1,281400
nlsy97_1997cohort,2000,2310,20,18-24,0.0,4,2.0,1.0,1.0,13981.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.04,0.0,,,,11651.0,0.0,0.0,83.75,0.627,,1,298759
nlsy97_1997cohort,2003,2311,20,18-24,1.0,4,2.0,1.0,4.0,5323.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.2,100.0,,,,11437.0,1242.0,585.0,26.61,0.244,,1,270278
nlsy97_1997cohort,2001,2312,20,18-24,0.0,4,1.0,1.0,6.0,94687.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.6,0.0,,,,3757.0,0.0,0.0,44.46,,,1,261824
nlsy97_1997cohort,2002,2313,20,18-24,0.0,4,1.0,1.0,6.0,83299.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.24,0.0,,,,10960.0,0.0,0.0,56.23,,,1,273066
nlsy97_1997cohort,2004,2314,20,18-24,0.0,4,1.0,1.0,6.0,24615.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.71,100.0,,,,,877.0,42380.0,17.11,,,1,281400
nlsy97_1997cohort,2002,2315,20,18-24,0.0,4,1.0,1.0,1.0,20459.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.52,0.0,,,,3653.0,0.0,2923.0,15.4,,,1,273066
nlsy97_1997cohort,2002,2316,20,18-24,0.0,1,2.0,1.0,5.0,29228.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.92,0.0,,,,10960.0,0.0,0.0,17.62,,,1,207062
nlsy97_1997cohort,2004,2317,20,18-24,1.0,1,1.0,1.0,3.0,32351.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.55,0.0,,,,,0.0,0.0,25.46,,,1,222746
nlsy97_1997cohort,2000,2318,20,18-24,1.0,4,2.0,1.0,2.0,61518.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.55,100.0,,,,65296.0,2923.0,25469.0,53.75,0.318,,1,314483
nlsy97_1997cohort,2002,2319,20,18-24,0.0,4,2.0,1.0,2.0,29958.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.73,100.0,,,,29228.0,2192.0,2923.0,76.42,0.288,,1,273066
nlsy97_1997cohort,2000,2320,20,18-24,1.0,4,2.0,1.0,5.0,15224.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.47,0.0,,,,27186.0,0.0,0.0,20.77,,,1,314483
nlsy97_1997cohort,2002,2321,20,18-24,1.0,4,1.0,1.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,418.0,24844.0,,,,1,279754
nlsy97_1997cohort,2004,2322,20,18-24,1.0,4,1.0,1.0,4.0,15389.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.59,0.0,,,,,0.0,438.0,,,,1,287584
nlsy97_1997cohort,2000,2323,20,18-24,1.0,4,1.0,1.0,2.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,,,,,,0.0,0.0,2.05,,,1,314483
nlsy97_1997cohort,2002,2324,20,18-24,1.0,4,1.0,1.0,2.0,3215.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.18,0.0,,,,7307.0,0.0,0.0,10.27,,,1,279754
nlsy97_1997cohort,2003,2325,20,18-24,0.0,4,1.0,1.0,3.0,91354.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.51,,,,,,15.0,8038.0,79.06,,,1,250421
nlsy97_1997cohort,2001,2326,20,18-24,0.0,4,2.0,2.0,4.0,103855.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.89,100.0,,,,24047.0,16075.0,0.0,22.04,0.175,,1,261824
nlsy97_1997cohort,2002,2327,20,18-24,0.0,4,2.0,1.0,2.0,49687.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.87,100.0,,,,9353.0,11983.0,16514.0,41.6,,,1,273066
nlsy97_1997cohort,2002,2328,20,18-24,0.0,4,2.0,1.0,4.0,175511.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.57,100.0,,,,20459.0,5846.0,0.0,99.65,2.126,,1,278218
nlsy97_1997cohort,2001,2329,20,18-24,0.0,4,2.0,1.0,4.0,180356.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.76,100.0,,,,83415.0,20459.0,0.0,79.69,1.274,,1,266764
nlsy97_1997cohort,2004,2330,20,18-24,0.0,4,2.0,1.0,4.0,236306.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.85,100.0,,,,,365.0,0.0,96.84,0.349,,1,286709
nlsy97_1997cohort,2002,2331,20,18-24,0.0,4,2.0,1.0,4.0,182819.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.85,100.0,,,,5846.0,2192.0,0.0,83.46,0.473,,1,278218
nlsy97_1997cohort,2004,2332,20,18-24,1.0,4,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,,55.26,,,1,293010
nlsy97_1997cohort,2001,2333,20,18-24,0.0,4,2.0,1.0,3.0,132411.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.54,100.0,,,,38326.0,8768.0,0.0,72.88,0.493,,1,266764
nlsy97_1997cohort,2001,2334,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,292.0,4384.0,,,,1,258732
nlsy97_1997cohort,2004,2335,20,18-24,1.0,4,2.0,2.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,13152.0,,,,1,293010
nlsy97_1997cohort,2003,2336,20,18-24,1.0,4,2.0,1.0,6.0,78435.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.15,100.0,,,,15488.0,2923.0,5457.0,,,,1,275378
nlsy97_1997cohort,2002,2337,20,18-24,1.0,4,2.0,1.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,8038.0,0.0,0.0,98.52,1.758,,1,279754
nlsy97_1997cohort,2004,2338,20,18-24,0.0,4,2.0,1.0,5.0,168790.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.17,100.0,,,,,1461.0,22651.0,70.31,0.36,,1,281400
nlsy97_1997cohort,2000,2339,20,18-24,1.0,4,2.0,1.0,3.0,39459.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.89,100.0,,,,13981.0,731.0,23382.0,98.72,2.029,,1,314483
nlsy97_1997cohort,2002,2340,20,18-24,1.0,4,2.0,1.0,4.0,49102.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.84,100.0,,,,6557.0,1442.0,0.0,92.45,1.283,,1,279754
nlsy97_1997cohort,2004,2341,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,3800.0,10230.0,76.87,,,1,281400
nlsy97_1997cohort,2001,2342,20,18-24,0.0,4,2.0,1.0,6.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,14241.0,1426.0,20459.0,76.48,2.011,,1,261824
nlsy97_1997cohort,2003,2343,20,18-24,1.0,4,2.0,1.0,4.0,137390.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.06,100.0,,,,,,9499.0,75.13,0.562,,1,270278
nlsy97_1997cohort,2004,2344,20,18-24,1.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,1638.0,3653.0,71.15,,,1,297501
nlsy97_1997cohort,2001,2345,20,18-24,1.0,4,2.0,1.0,3.0,173593.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.57,100.0,,,,39979.0,2338.0,0.0,43.7,0.653,,1,262697
nlsy97_1997cohort,2001,2346,20,18-24,0.0,4,2.0,1.0,4.0,27129.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.0,100.0,,,,133013.0,61378.0,0.0,77.77,1.418,,1,278900
nlsy97_1997cohort,2004,2347,20,18-24,1.0,4,2.0,1.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,292.0,0.0,100.0,1.346,,1,306340
nlsy97_1997cohort,2003,2348,20,18-24,1.0,4,2.0,1.0,7.0,61020.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.43,0.0,,,,,0.0,15052.0,66.66,,,1,284139
nlsy97_1997cohort,2000,2349,20,18-24,0.0,4,2.0,1.0,4.0,95143.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.51,100.0,,,,,,2192.0,41.27,0.712,,1,309429
nlsy97_1997cohort,2002,2350,20,18-24,0.0,4,2.0,3.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,555.0,25574.0,92.66,2.062,,1,282818
nlsy97_1997cohort,2004,2351,20,18-24,1.0,4,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,51148.0,44.9,,,1,297855
nlsy97_1997cohort,2000,2352,20,18-24,0.0,4,2.0,1.0,2.0,153795.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.87,100.0,,,,10874.0,731.0,10230.0,80.59,1.198,,1,309429
nlsy97_1997cohort,2001,2353,20,18-24,1.0,4,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,4223.0,1914.0,1461.0,53.98,0.828,,1,263010
nlsy97_1997cohort,2000,2354,20,18-24,1.0,2,2.0,1.0,2.0,9321.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.52,100.0,,,,5127.0,146.0,0.0,85.33,1.426,,1,267239
nlsy97_1997cohort,2001,2355,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,0.0,,,,1,261853
nlsy97_1997cohort,2004,2356,20,18-24,1.0,2,1.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,,0.0,36.39,,,1,197122
nlsy97_1997cohort,2003,2357,20,18-24,0.0,1,1.0,1.0,6.0,3597.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.1,0.0,,,,3597.0,0.0,0.0,,,,1,248370
nlsy97_1997cohort,2004,2358,20,18-24,0.0,1,1.0,1.0,6.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,,,,1,250640
nlsy97_1997cohort,2000,2359,20,18-24,1.0,1,1.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,3884.0,0.0,0.0,11.23,,,1,82627
nlsy97_1997cohort,2003,2360,20,18-24,0.0,1,1.0,1.0,3.0,25895.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.24,100.0,,,,15825.0,24844.0,23382.0,28.26,,,1,107048
nlsy97_1997cohort,2001,2361,20,18-24,0.0,1,1.0,1.0,3.0,67634.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.25,0.0,,,,11272.0,0.0,0.0,,,,1,101519
nlsy97_1997cohort,2003,2362,20,18-24,0.0,1,2.0,1.0,5.0,44742.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.41,0.0,,,,12228.0,0.0,0.0,44.64,,,1,107048
nlsy97_1997cohort,2000,2363,20,18-24,0.0,1,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,48.32,0.817,,1,111949
nlsy97_1997cohort,2003,2364,20,18-24,1.0,1,2.0,1.0,3.0,68335.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.38,0.0,,,,,0.0,4384.0,35.18,,,1,98302
nlsy97_1997cohort,2004,2365,20,18-24,0.0,4,2.0,3.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,13152.0,6.29,,,1,287262
nlsy97_1997cohort,2001,2366,20,18-24,1.0,2,2.0,3.0,5.0,97693.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.09,0.0,,,,15556.0,0.0,1242.0,60.19,1.195,,1,179898
nlsy97_1997cohort,2000,2367,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,,36.4,0.131,,1,310475
nlsy97_1997cohort,2002,2368,20,18-24,1.0,4,2.0,1.0,3.0,162944.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.05,100.0,,,,6869.0,2192.0,9207.0,69.4,0.716,,1,290725
nlsy97_1997cohort,2003,2369,20,18-24,0.0,4,2.0,1.0,2.0,29060.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.68,100.0,,,,5481.0,15.0,14175.0,48.98,,,1,260241
nlsy97_1997cohort,2001,2370,20,18-24,0.0,4,1.0,1.0,3.0,34568.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.66,0.0,,,,9769.0,0.0,1461.0,,,,1,272092
nlsy97_1997cohort,2002,2371,20,18-24,0.0,4,2.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,0.0,39.56,0.105,1.0,1,285767
nlsy97_1997cohort,2001,2372,20,18-24,0.0,4,1.0,1.0,3.0,113624.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.61,0.0,,,,,0.0,7867.0,48.32,,,1,274002
nlsy97_1997cohort,2001,2373,20,18-24,0.0,4,2.0,1.0,6.0,136995.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.76,100.0,,,,22695.0,877.0,7307.0,46.17,1.136,,1,274002
nlsy97_1997cohort,2002,2374,20,18-24,0.0,4,2.0,1.0,6.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,13299.0,877.0,7307.0,50.5,0.222,,1,285767
nlsy97_1997cohort,2004,2375,20,18-24,0.0,4,2.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,0.0,69.1,0.398,,1,294488
nlsy97_1997cohort,2000,2376,20,18-24,0.0,4,2.0,1.0,4.0,194186.0,False,0.0,CV_HH_POV_RATIO<=200pct,7.27,100.0,,,,4008.0,117.0,0.0,98.78,2.574,,1,312655
nlsy97_1997cohort,2003,2377,20,18-24,0.0,4,2.0,1.0,5.0,119695.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.66,100.0,,,,,438.0,14614.0,99.68,1.507,,1,262068
nlsy97_1997cohort,2000,2378,20,18-24,1.0,4,2.0,1.0,6.0,115812.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.12,100.0,,,,7778.0,10.0,731.0,63.91,1.15,,1,329110
nlsy97_1997cohort,2003,2379,20,18-24,0.0,4,2.0,1.0,4.0,101424.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.74,0.0,,,,36685.0,0.0,0.0,21.7,,,1,262068
nlsy97_1997cohort,2004,2380,20,18-24,1.0,4,2.0,4.0,3.0,129406.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.39,0.0,,,,,0.0,35219.0,63.13,,,1,300960
nlsy97_1997cohort,2004,2381,20,18-24,0.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,2484.0,21921.0,44.55,,,1,293124
nlsy97_1997cohort,2001,2382,20,18-24,0.0,2,2.0,1.0,6.0,139776.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.76,,,,,,3653.0,5553.0,90.52,1.325,,1,238596
nlsy97_1997cohort,2001,2383,20,18-24,0.0,1,2.0,1.0,4.0,166829.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.15,,,,,,438.0,4384.0,76.96,0.871,,1,235735
nlsy97_1997cohort,2001,2384,20,18-24,0.0,4,2.0,1.0,4.0,103705.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.88,100.0,,,,30811.0,4384.0,0.0,57.61,1.379,,1,272734
nlsy97_1997cohort,2003,2385,20,18-24,0.0,4,2.0,1.0,4.0,70134.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.63,100.0,,,,,88.0,25282.0,43.56,0.469,,1,260855
nlsy97_1997cohort,2000,2386,20,18-24,1.0,4,2.0,1.0,6.0,128318.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.52,100.0,,,,3340.0,658.0,1169.0,,,,1,314483
nlsy97_1997cohort,2001,2387,20,18-24,0.0,4,1.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,3757.0,0.0,0.0,,,,1,261824
nlsy97_1997cohort,2002,2388,20,18-24,0.0,4,2.0,1.0,5.0,146138.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.62,100.0,,,,4823.0,438.0,6576.0,,,,1,273066
nlsy97_1997cohort,2001,2389,20,18-24,0.0,1,2.0,1.0,2.0,15030.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.87,100.0,,,,8116.0,1315.0,2923.0,,,,1,230161
nlsy97_1997cohort,2002,2390,20,18-24,1.0,1,1.0,1.0,2.0,1315.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.07,0.0,,,,3653.0,0.0,0.0,,,,1,236295
