source_dataset,survey_year,respondent_id,age,age_band,female,race_ethnicity,education_level,census_region,household_size,household_income_2020_usd,income_is_banded,underserved_200fpl,underserved_method,pov_ratio,savings_behavior_index,financial_knowledge_score,credit_behavior_index,spending_behavior_index,net_worth_2020_usd,financial_assets_age20_2020_usd,debt_age20_2020_usd,asvab_math_verbal_pctile,asvab_math_knowledge,ap_econ_score,sample_type,weight
nlsy97_1997cohort,2000,1604,20,18-24,1.0,4,2.0,1.0,6.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,791541.0,0.0,0.0,,,,1,338921
nlsy97_1997cohort,2000,1608,20,18-24,1.0,4,2.0,1.0,2.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,0.0,,,,,0.0,0.0,,,,1,321630
nlsy97_1997cohort,2000,1614,20,18-24,1.0,4,2.0,1.0,5.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,8544.0,4384.0,0.0,,,,1,379548
nlsy97_1997cohort,2004,1624,20,18-24,1.0,4,2.0,1.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,2923.0,0.0,87.78,,,1,298436
nlsy97_1997cohort,2001,1636,20,18-24,0.0,4,2.0,1.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,26903.0,585.0,29228.0,,,,1,280780
nlsy97_1997cohort,2003,1641,20,18-24,1.0,4,1.0,1.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,32945.0,585.0,21921.0,11.49,,,1,289846
nlsy97_1997cohort,2000,1661,20,18-24,0.0,2,2.0,3.0,3.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,4583.0,658.0,0.0,,,,1,328635
nlsy97_1997cohort,2000,1670,20,18-24,1.0,4,2.0,4.0,10.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,3994.0,104.0,0.0,83.2,0.526,,1,367886
nlsy97_1997cohort,2002,1671,20,18-24,1.0,4,2.0,4.0,7.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,3690.0,146.0,110.0,69.31,1.318,,1,327259
nlsy97_1997cohort,2001,1684,20,18-24,1.0,2,2.0,3.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,,39457.0,,,,1,236688
nlsy97_1997cohort,2004,1693,20,18-24,0.0,4,2.0,3.0,3.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,,0.0,57.32,,,1,294387
nlsy97_1997cohort,2004,1697,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,,51148.0,75.99,0.527,,1,300857
nlsy97_1997cohort,2002,1700,20,18-24,0.0,4,2.0,3.0,5.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,16221.0,12568.0,0.0,12.62,,,1,285669
nlsy97_1997cohort,2001,1730,20,18-24,1.0,4,2.0,3.0,5.0,150297.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.67,100.0,,,,263470.0,1169.0,731.0,,,,1,299287
nlsy97_1997cohort,2001,1758,20,18-24,0.0,4,2.0,1.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,901780.0,438415.0,0.0,46.17,,,1,267643
nlsy97_1997cohort,2000,1776,20,18-24,1.0,4,2.0,2.0,2.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,0.0,,,,61145.0,0.0,205.0,77.83,0.825,,1,343602
nlsy97_1997cohort,2003,1817,20,18-24,0.0,4,2.0,2.0,2.0,9354.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.54,100.0,,,,,9499.0,73069.0,67.05,0.261,,1,272009
nlsy97_1997cohort,2002,1851,20,18-24,0.0,1,2.0,3.0,5.0,102297.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.13,100.0,,,,76724.0,73071.0,27766.0,22.17,,,1,104837
nlsy97_1997cohort,2004,1857,20,18-24,0.0,4,2.0,2.0,3.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,20459.0,0.0,89.86,0.599,,1,309539
nlsy97_1997cohort,2001,1864,20,18-24,1.0,4,2.0,2.0,6.0,94687.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.55,100.0,,,,376495.0,731.0,0.0,72.83,0.85,,1,279335
nlsy97_1997cohort,2004,1868,20,18-24,0.0,3,2.0,2.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,237.0,41649.0,4.56,,,1,318919
nlsy97_1997cohort,2002,1880,20,18-24,1.0,4,2.0,2.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,283918.0,24902.0,380.0,72.2,1.172,,1,279754
nlsy97_1997cohort,2000,1884,20,18-24,1.0,4,2.0,2.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,139037.0,119833.0,0.0,,,,1,329224
nlsy97_1997cohort,2004,1886,20,18-24,0.0,4,2.0,2.0,6.0,156131.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.38,100.0,,,,,71608.0,14614.0,47.73,,,1,294590
nlsy97_1997cohort,2002,1918,20,18-24,0.0,4,2.0,4.0,6.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,13152.0,9499.0,0.0,89.64,1.466,,1,306600
nlsy97_1997cohort,2003,1968,20,18-24,0.0,2,2.0,4.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,15106.0,0.0,0.0,19.74,,,1,226723
nlsy97_1997cohort,2000,1995,20,18-24,1.0,4,2.0,4.0,4.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,11030.0,585.0,1169.0,43.29,,,1,340155
nlsy97_1997cohort,2002,1996,20,18-24,0.0,4,2.0,4.0,3.0,7307.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.36,100.0,,,,149792.0,73069.0,0.0,87.22,0.449,,1,295357
nlsy97_1997cohort,2000,2044,20,18-24,1.0,4,1.0,3.0,2.0,11651.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.67,100.0,,,,22603.0,10303.0,43842.0,,,,1,338218
nlsy97_1997cohort,2001,2066,20,18-24,1.0,4,2.0,3.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,6087.0,2265.0,0.0,79.09,1.684,,1,321658
nlsy97_1997cohort,2002,2092,20,18-24,0.0,4,2.0,1.0,7.0,128236.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.1,,,,,,438.0,51148.0,85.82,1.552,,1,295821
nlsy97_1997cohort,2003,2096,20,18-24,0.0,4,2.0,1.0,2.0,114372.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.6,,,,,,438415.0,0.0,85.53,0.502,,1,277061
nlsy97_1997cohort,2004,2109,20,18-24,1.0,4,2.0,1.0,1.0,11253.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.84,100.0,,,,,1169.0,59917.0,,,,1,301279
nlsy97_1997cohort,2003,2113,20,18-24,0.0,4,2.0,1.0,3.0,111494.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.51,100.0,,,,,4384.0,43842.0,85.18,0.212,,1,262346
nlsy97_1997cohort,2002,2126,20,18-24,1.0,4,1.0,4.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,2557.0,39457.0,,,,1,290514
nlsy97_1997cohort,2000,2145,20,18-24,0.0,4,2.0,4.0,3.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,323902.0,183404.0,0.0,,,,1,309242
nlsy97_1997cohort,2003,2146,20,18-24,1.0,4,2.0,4.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,292331.0,293300.0,0.0,94.71,1.486,,1,291901
nlsy97_1997cohort,2003,2149,20,18-24,0.0,4,2.0,4.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,125881.0,94990.0,0.0,,,,1,262346
nlsy97_1997cohort,2001,2155,20,18-24,1.0,4,2.0,4.0,2.0,60870.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.51,100.0,,,,,,54071.0,32.08,,,1,265103
nlsy97_1997cohort,2002,2162,20,18-24,0.0,4,2.0,1.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,16075.0,5115.0,0.0,94.08,1.54,,1,287826
nlsy97_1997cohort,2004,2165,20,18-24,0.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,3069.0,0.0,64.89,,,1,295126
nlsy97_1997cohort,2003,2171,20,18-24,1.0,4,2.0,1.0,2.0,15393.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.89,100.0,,,,,3580.0,43842.0,82.75,0.525,,1,316088
nlsy97_1997cohort,2002,2181,20,18-24,0.0,4,2.0,1.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,12422.0,4384.0,17537.0,,,,1,282818
nlsy97_1997cohort,2004,2195,20,18-24,1.0,4,2.0,3.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,9499.0,21921.0,71.16,0.311,,1,305191
nlsy97_1997cohort,2003,2203,20,18-24,1.0,4,2.0,1.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,1439.0,2192.0,4384.0,,,,1,323015
nlsy97_1997cohort,2003,2206,20,18-24,0.0,4,2.0,1.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,1007.0,1754.0,4384.0,89.76,0.315,,1,299283
nlsy97_1997cohort,2004,2215,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,58455.0,89.96,0.177,,1,318104
nlsy97_1997cohort,2002,2247,20,18-24,1.0,2,2.0,4.0,2.0,43842.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.53,0.0,,,,,0.0,52610.0,53.68,0.432,,1,228708
nlsy97_1997cohort,2004,2251,20,18-24,0.0,4,2.0,1.0,1.0,3516.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.26,100.0,,,,,146138.0,0.0,62.72,,,1,286917
nlsy97_1997cohort,2002,2253,20,18-24,0.0,4,2.0,1.0,3.0,33612.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.66,100.0,,,,421609.0,1461.0,0.0,96.78,1.214,,1,278420
nlsy97_1997cohort,2002,2263,20,18-24,1.0,4,2.0,1.0,5.0,212359.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.71,100.0,,,,377331.0,14175.0,2923.0,19.94,,,1,297238
nlsy97_1997cohort,2001,2270,20,18-24,1.0,4,2.0,1.0,5.0,120237.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.8,0.0,,,,263019.0,0.0,0.0,73.76,1.306,,1,272522
nlsy97_1997cohort,2001,2271,20,18-24,1.0,4,2.0,1.0,4.0,123995.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.57,100.0,,,,263470.0,438.0,0.0,47.9,0.944,,1,272522
nlsy97_1997cohort,2003,2303,20,18-24,0.0,1,1.0,3.0,8.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,43878.0,10230.0,5846.0,15.95,,,1,113602
nlsy97_1997cohort,2004,2314,20,18-24,0.0,4,1.0,1.0,6.0,24615.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.71,100.0,,,,,877.0,42380.0,17.11,,,1,281400
nlsy97_1997cohort,2004,2344,20,18-24,1.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,1638.0,3653.0,71.15,,,1,297501
nlsy97_1997cohort,2004,2347,20,18-24,1.0,4,2.0,1.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,292.0,0.0,100.0,1.346,,1,306340
nlsy97_1997cohort,2004,2351,20,18-24,1.0,4,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,,51148.0,44.9,,,1,297855
nlsy97_1997cohort,2004,2381,20,18-24,0.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,2484.0,21921.0,44.55,,,1,293124
nlsy97_1997cohort,2004,2395,20,18-24,0.0,4,2.0,1.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,8768.0,0.0,68.35,,,1,281400
nlsy97_1997cohort,2002,2411,20,18-24,0.0,4,2.0,1.0,3.0,20459.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.98,100.0,,,,297522.0,17521.0,1315.0,20.51,,,1,289450
nlsy97_1997cohort,2001,2422,20,18-24,0.0,4,1.0,1.0,3.0,86421.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.27,0.0,,,,246485.0,877.0,877.0,96.9,1.439,,1,261824
nlsy97_1997cohort,2000,2447,20,18-24,0.0,4,2.0,1.0,6.0,93986.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.53,100.0,,,,93986.0,77453.0,14614.0,23.72,,,1,310954
nlsy97_1997cohort,2004,2467,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,2923.0,65762.0,,,,1,285938
nlsy97_1997cohort,2002,2487,20,18-24,0.0,4,2.0,1.0,2.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,32883.0,1.0,35073.0,54.54,0.56,,1,289129
nlsy97_1997cohort,2001,2545,20,18-24,0.0,4,2.0,1.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,45841.0,10522.0,9061.0,10.62,,,1,278282
nlsy97_1997cohort,2003,2563,20,18-24,0.0,4,2.0,1.0,6.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,4316.0,0.0,0.0,53.7,,,1,260241
nlsy97_1997cohort,2002,2589,20,18-24,0.0,4,2.0,2.0,2.0,33612.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.94,100.0,,,,252235.0,0.0,10814.0,72.56,0.365,,1,293546
nlsy97_1997cohort,2001,2592,20,18-24,1.0,4,2.0,3.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,,,0.0,81.58,1.069,,1,257788
nlsy97_1997cohort,2000,2639,20,18-24,1.0,4,2.0,2.0,4.0,104860.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.93,100.0,,,,273414.0,1461.0,0.0,80.73,1.912,,1,364514
nlsy97_1997cohort,2002,2643,20,18-24,0.0,4,1.0,2.0,2.0,33612.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.94,100.0,,,,,0.0,40919.0,23.12,,,1,294624
nlsy97_1997cohort,2001,2656,20,18-24,1.0,4,1.0,2.0,5.0,63275.0,False,1.0,CV_HH_POV_RATIO<=200pct,2.0,0.0,,,,,0.0,146138.0,30.23,,,1,265484
nlsy97_1997cohort,2001,2658,20,18-24,0.0,4,2.0,2.0,5.0,201398.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.17,100.0,,,,256632.0,365.0,6576.0,88.68,0.588,,1,272966
nlsy97_1997cohort,2001,2659,20,18-24,1.0,4,2.0,2.0,3.0,109717.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.42,100.0,,,,276396.0,1315.0,0.0,77.13,0.996,,1,264747
nlsy97_1997cohort,2000,2672,20,18-24,1.0,4,2.0,2.0,4.0,191933.0,False,0.0,CV_HH_POV_RATIO<=200pct,7.07,100.0,,,,389616.0,1169.0,0.0,78.77,1.202,,1,333352
nlsy97_1997cohort,2003,2712,20,18-24,1.0,4,1.0,2.0,7.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,,,,,,0.0,0.0,4.16,,,1,294849
nlsy97_1997cohort,2004,2757,20,18-24,1.0,4,2.0,2.0,2.0,55138.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.18,100.0,,,,,26.0,68393.0,94.9,1.555,,1,294774
nlsy97_1997cohort,2002,2765,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,4384.0,43842.0,67.58,0.36,,1,297338
nlsy97_1997cohort,2001,2773,20,18-24,0.0,4,2.0,2.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,0.0,,,,,0.0,0.0,,,,1,272734
nlsy97_1997cohort,2001,2795,20,18-24,0.0,4,2.0,2.0,6.0,209294.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.63,100.0,,,,250845.0,292.0,21190.0,,,,1,292627
nlsy97_1997cohort,2003,2815,20,18-24,1.0,1,1.0,2.0,2.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,719322.0,365347.0,0.0,1.6,,,1,264552
nlsy97_1997cohort,2000,2823,20,18-24,0.0,1,1.0,2.0,3.0,551.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.03,0.0,,,,270307.0,0.0,1461.0,,,,1,256685
nlsy97_1997cohort,2001,2839,20,18-24,1.0,4,2.0,2.0,4.0,195386.0,False,0.0,CV_HH_POV_RATIO<=200pct,7.32,100.0,,,,16082.0,292.0,46764.0,64.79,0.642,,1,258396
nlsy97_1997cohort,2000,2860,20,18-24,0.0,4,1.0,2.0,4.0,7721.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.29,0.0,,,,,1461.0,58455.0,9.58,,,1,313697
nlsy97_1997cohort,2003,2870,20,18-24,1.0,4,2.0,2.0,6.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,,,0.0,72.32,0.393,,1,292342
nlsy97_1997cohort,2000,2876,20,18-24,0.0,4,2.0,2.0,7.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,0.0,,,,29206.0,1900.0,0.0,100.0,2.274,,1,323148
nlsy97_1997cohort,2003,2884,20,18-24,0.0,4,2.0,2.0,3.0,62868.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.11,100.0,,,,,4837.0,39019.0,57.11,,,1,250421
nlsy97_1997cohort,2000,2894,20,18-24,1.0,4,1.0,2.0,3.0,89326.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.41,100.0,,,,272637.0,731.0,0.0,93.98,1.741,,1,326816
nlsy97_1997cohort,2002,2895,20,18-24,0.0,3,2.0,2.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,0.0,,,,3653.0,0.0,0.0,8.68,,,1,283774
nlsy97_1997cohort,2001,2899,20,18-24,0.0,4,2.0,2.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,0.0,,,,3757.0,0.0,0.0,26.32,0.254,,1,272092
nlsy97_1997cohort,2003,2913,20,18-24,1.0,4,2.0,3.0,1.0,12085.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.9,100.0,,,,363314.0,365404.0,0.0,40.8,0.098,,1,304782
nlsy97_1997cohort,2002,2921,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,146138.0,7307.0,33.66,0.065,,1,326784
nlsy97_1997cohort,2002,2926,20,18-24,0.0,4,2.0,2.0,3.0,83300.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.11,100.0,,,,,2630.0,46764.0,62.02,,,1,326784
nlsy97_1997cohort,2004,2937,20,18-24,1.0,4,2.0,2.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,,0.0,77.6,,,1,321024
nlsy97_1997cohort,2000,2938,20,18-24,0.0,4,2.0,2.0,5.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,73791.0,14614.0,0.0,99.61,2.322,,1,333499
nlsy97_1997cohort,2000,2940,20,18-24,1.0,4,2.0,2.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,405073.0,15710.0,0.0,19.23,,,1,351051
nlsy97_1997cohort,2003,2941,20,18-24,0.0,4,2.0,2.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,14386.0,10960.0,0.0,76.62,0.217,,1,279539
nlsy97_1997cohort,2000,2949,20,18-24,0.0,4,2.0,2.0,4.0,57479.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.12,100.0,,,,273321.0,1374.0,0.0,31.48,,,1,323656
nlsy97_1997cohort,2001,2962,20,18-24,1.0,1,2.0,2.0,6.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,827.0,73.0,2923.0,,,,1,265484
nlsy97_1997cohort,2000,2980,20,18-24,0.0,4,2.0,2.0,2.0,118065.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.81,100.0,,,,276210.0,438.0,731.0,67.11,0.84,,1,324966
nlsy97_1997cohort,2002,2982,20,18-24,1.0,4,2.0,2.0,3.0,33246.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.64,100.0,,,,,9499.0,51148.0,86.69,0.868,,1,304294
nlsy97_1997cohort,2003,2989,20,18-24,1.0,4,2.0,2.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,,0.0,0.0,53.8,0.335,,1,297306
nlsy97_1997cohort,2002,2990,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,47495.0,85.94,0.769,,1,300373
nlsy97_1997cohort,2004,3027,20,18-24,0.0,4,2.0,2.0,3.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,804.0,11691.0,80.35,,,1,285152
nlsy97_1997cohort,2003,3032,20,18-24,0.0,4,2.0,2.0,1.0,82306.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.11,100.0,,,,233779.0,125679.0,13152.0,41.94,,,1,250421
nlsy97_1997cohort,2004,3033,20,18-24,0.0,4,1.0,2.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,,0.0,0.51,,,1,281400
nlsy97_1997cohort,2000,3084,20,18-24,0.0,4,2.0,2.0,5.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,58722.0,438.0,0.0,99.17,2.124,,1,318677
nlsy97_1997cohort,2004,3210,20,18-24,1.0,4,2.0,2.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,15.0,39092.0,61.45,,,1,335515
nlsy97_1997cohort,2001,3215,20,18-24,0.0,4,2.0,2.0,4.0,172841.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.47,100.0,,,,187645.0,102297.0,950.0,65.04,0.065,,1,305462
nlsy97_1997cohort,2002,3217,20,18-24,0.0,4,2.0,2.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,186765.0,153884.0,0.0,,,,1,318577
nlsy97_1997cohort,2000,3234,20,18-24,0.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,2923.0,48226.0,0.55,,,1,304735
nlsy97_1997cohort,2003,3236,20,18-24,1.0,4,2.0,3.0,1.0,15106.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.12,100.0,,,,189539.0,3288.0,73801.0,47.87,,,1,282948
nlsy97_1997cohort,2001,3249,20,18-24,1.0,4,2.0,2.0,2.0,52454.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.03,100.0,,,,65224.0,64301.0,62990.0,70.26,0.238,,1,259123
nlsy97_1997cohort,2000,3258,20,18-24,0.0,4,2.0,2.0,3.0,100977.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.99,0.0,,,,276521.0,0.0,0.0,53.05,0.761,,1,313697
nlsy97_1997cohort,2003,3262,20,18-24,0.0,4,2.0,2.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,12228.0,0.0,10230.0,,,,1,250421
nlsy97_1997cohort,2000,3325,20,18-24,0.0,4,2.0,3.0,5.0,197340.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.13,100.0,,,,428296.0,399250.0,0.0,98.74,2.013,,1,303110
nlsy97_1997cohort,2002,3334,20,18-24,1.0,4,2.0,3.0,2.0,113988.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.58,100.0,,,,7745.0,1169.0,40919.0,31.71,0.187,,1,313324
nlsy97_1997cohort,2000,3367,20,18-24,0.0,4,2.0,3.0,4.0,170884.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.3,100.0,,,,44274.0,20459.0,40919.0,6.54,,,1,302145
nlsy97_1997cohort,2004,3368,20,18-24,1.0,4,2.0,3.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,,0.0,72.94,,,1,290843
nlsy97_1997cohort,2000,3374,20,18-24,0.0,4,2.0,3.0,4.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,12428.0,2192.0,0.0,69.92,1.178,,1,308244
nlsy97_1997cohort,2002,3381,20,18-24,1.0,4,2.0,2.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,,731.0,17537.0,63.13,0.796,,1,288635
nlsy97_1997cohort,2001,3386,20,18-24,0.0,1,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,180481.0,26743.0,45.52,0.544,,1,252898
nlsy97_1997cohort,2003,3435,20,18-24,0.0,4,2.0,3.0,4.0,84448.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.16,100.0,,,,,183.0,49687.0,98.66,1.41,,1,286846
nlsy97_1997cohort,2003,3451,20,18-24,0.0,4,1.0,3.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,719.0,0.0,2923.0,54.05,,,1,277738
nlsy97_1997cohort,2003,3457,20,18-24,0.0,4,2.0,3.0,3.0,194216.0,False,0.0,CV_HH_POV_RATIO<=200pct,9.59,100.0,,,,91354.0,76723.0,731.0,88.89,1.057,,1,277738
nlsy97_1997cohort,2003,3458,20,18-24,0.0,4,2.0,3.0,5.0,177672.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.52,100.0,,,,317220.0,292277.0,0.0,86.86,0.939,,1,277738
nlsy97_1997cohort,2002,3464,20,18-24,0.0,4,2.0,3.0,5.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,8038.0,4384.0,0.0,40.12,,,1,279105
nlsy97_1997cohort,2004,3476,20,18-24,0.0,4,2.0,3.0,2.0,12659.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.73,,,,,,0.0,40188.0,82.6,,,1,294190
nlsy97_1997cohort,2004,3482,20,18-24,0.0,4,2.0,3.0,7.0,118153.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.76,0.0,,,,,0.0,59917.0,62.89,,,1,287142
nlsy97_1997cohort,2004,3485,20,18-24,0.0,4,2.0,3.0,4.0,22154.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.84,100.0,,,,,1461.0,43842.0,39.12,,,1,287142
nlsy97_1997cohort,2001,3521,20,18-24,1.0,4,2.0,3.0,2.0,19539.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.13,100.0,,,,342161.0,255972.0,0.0,26.43,,,1,253941
